ffd5 00d9 // group 2 point74
00e8 00c3 // group 2 point75
0046 fee1 // group 2 point76
ff0a 0050 // group 2 point77
fee1 ffb5 // group 2 point78
ff15 ff8e // group 2 point79
feff feea // group 3 point0
0104 fefa // group 3 point1
ffdc 0055 // group 3 point2
0075 0050 // group 3 point3
0079 ff03 // group 3 point4
ff08 0047 // group 3 point5
0106 00d0 // group 3 point6
0036 00b2 // group 3 point7
0105 ffb5 // group 3 point8
ffb8 0085 // group 3 point9
00ef 0111 // group 3 point10
0021 0047 // group 3 point11
ffb0 00fe // group 3 point12
fee8 ffa2 // group 3 point13
fefa ff25 // group 3 point14
ff1a 0072 // group 3 point15
ff9f 00fd // group 3 point16
ff0c ff0c // group 3 point17
00ea 00fd // group 3 point18
0015 0102 // group 3 point19
ffbf ffb9 // group 3 point20
0107 00e3 // group 3 point21
002e ff24 // group 3 point22
0102 ff08 // group 3 point23
00f4 003c // group 3 point24
ff69 0032 // group 3 point25
fef2 002d // group 3 point26
fef8 ff22 // group 3 point27
feff ff98 // group 3 point28
003f ff10 // group 3 point29
0147 ff1d // group 3 point30
ff29 005b // group 3 point31
fefd ffcd // group 3 point32
00ed ff2a // group 3 point33
ffd9 ff6f // group 3 point34
ff11 ff38 // group 3 point35
ffe7 ff01 // group 3 point36
00f5 ff05 // group 3 point37
ff14 ffb7 // group 3 point38
00df 00fa // group 3 point39
00e5 00cd // group 3 point40
ffcd 002c // group 3 point41
ffc2 ff13 // group 3 point42
ffaa ff14 // group 3 point43
004f 00c3 // group 3 point44
ff04 ff11 // group 3 point45
00dd fef0 // group 3 point46
0054 ffa6 // group 3 point47
ff05 ff27 // group 3 point48
00d6 00fc // group 3 point49
fefe ff8f // group 3 point50
00d3 0112 // group 3 point51
ff77 00f5 // group 3 point52
004b ffa3 // group 3 point53
ffd4 0034 // group 3 point54
00f8 ffdc // group 3 point55
ff0c ffc0 // group 3 point56
ffb9 ffee // group 3 point57
0068 003b // group 3 point58
007c 0050 // group 3 point59
feed 004c // group 3 point60
ff13 ffba // group 3 point61
fef3 ff85 // group 3 point62
0019 ff79 // group 3 point63
ff33 ffab // group 3 point64
0109 011e // group 3 point65
ff13 0115 // group 3 point66
ffa7 005c // group 3 point67
ff5b ff09 // group 3 point68
0105 0049 // group 3 point69
010e fec1 // group 3 point70
00eb 002e // group 3 point71
00cf 005b // group 3 point72
ff29 ffc4 // group 3 point73
0070 ffbd // group 3 point74
0052 0052 // group 3 point75
ff35 fff1 // group 3 point76
004e 00d1 // group 3 point77
0075 0026 // group 3 point78
00f6 003a // group 3 point79
00fa ff6c // group 4 point0
0036 000b // group 4 point1
00f4 005b // group 4 point2
ff29 ff14 // group 4 point3
007c ff5d // group 4 point4
ff83 0055 // group 4 point5
011b 00e9 // group 4 point6
ff30 004c // group 4 point7
005f 00a6 // group 4 point8
ffd1 ffb6 // group 4 point9
006f 00fc // group 4 point10
ff44 ff0d // group 4 point11
00f1 00eb // group 4 point12
ffc6 feff // group 4 point13
00dd ff25 // group 4 point14
00fe 0062 // group 4 point15
ffaf 0109 // group 4 point16
00dd ff31 // group 4 point17
ff09 00b9 // group 4 point18
0053 ff4b // group 4 point19
ff00 ffa9 // group 4 point20
ffd5 0045 // group 4 point21
ff36 0020 // group 4 point22
ff04 ffc0 // group 4 point23
ff9a 00eb // group 4 point24
00ce ff1b // group 4 point25
ff9d 0051 // group 4 point26
0078 00c5 // group 4 point27
0074 ff70 // group 4 point28
ffd4 005d // group 4 point29
006b 0069 // group 4 point30
004b 011b // group 4 point31
00d8 ffac // group 4 point32
00ce ffdd // group 4 point33
ff3e 0045 // group 4 point34
0023 ffb2 // group 4 point35
005e ffaf // group 4 point36
ffc7 00db // group 4 point37
ff0f ffc9 // group 4 point38
ff28 ffc0 // group 4 point39
00d3 0016 // group 4 point40
0117 00f0 // group 4 point41
00ff ff2c // group 4 point42
ff24 fefb // group 4 point43
00e9 ffbd // group 4 point44
fef8 0033 // group 4 point45
ff15 ffb7 // group 4 point46
ff24 00ca // group 4 point47
feeb 0067 // group 4 point48
feb7 005f // group 4 point49
00b9 00db // group 4 point50
006d ff9f // group 4 point51
ff26 0027 // group 4 point52
ffb1 ffbf // group 4 point53
ffb0 ffce // group 4 point54
0024 0050 // group 4 point55
0108 ffc1 // group 4 point56
007a ffaf // group 4 point57
0081 ffb3 // group 4 point58
ff94 ff43 // group 4 point59
00e2 ff2c // group 4 point60
0086 ff25 // group 4 point61
0043 ffcb // group 4 point62
0083 ffad // group 4 point63
0123 ff91 // group 4 point64
ff9a 007e // group 4 point65
ffc0 ffa1 // group 4 point66
00fb 00b8 // group 4 point67
0120 003a // group 4 point68
0042 0045 // group 4 point69
fec6 006e // group 4 point70
00b8 ff95 // group 4 point71
011e feeb // group 4 point72
ffe3 00df // group 4 point73
ff3f ff57 // group 4 point74
ffb1 0041 // group 4 point75
004b ff81 // group 4 point76
ffe5 fee9 // group 4 point77
ff90 0047 // group 4 point78
003f 005d // group 4 point79
fef0 0106 // group 5 point0
00c4 ff38 // group 5 point1
004e ff8f // group 5 point2
0112 fefb // group 5 point3
fee7 ffb9 // group 5 point4
ff13 002b // group 5 point5
00b3 fef6 // group 5 point6
00ce 0073 // group 5 point7
ffc5 ffcc // group 5 point8
00fb 00d7 // group 5 point9
0054 0106 // group 5 point10
ffbf 00cc // group 5 point11
ffbd 005d // group 5 point12
012b ff12 // group 5 point13
00f1 00d5 // group 5 point14
ffb8 0090 // group 5 point15
ff53 006b // group 5 point16
ff0e 0058 // group 5 point17
ff8c 00e1 // group 5 point18
fef5 fefe // group 5 point19
0104 ff28 // group 5 point20
ff04 0033 // group 5 point21
0102 ffd4 // group 5 point22
ff9c ff11 // group 5 point23
ff58 004d // group 5 point24
ff9d feeb // group 5 point25
ff85 00e3 // group 5 point26
004f 00e9 // group 5 point27
ff91 ffa1 // group 5 point28
0121 ffa9 // group 5 point29
ffb4 00e1 // group 5 point30
005f 0041 // group 5 point31
ffca 004a // group 5 point32
ffa8 00ea // group 5 point33
00f2 011f // group 5 point34
feda ff0b // group 5 point35
fefd ff21 // group 5 point36
00f3 00e9 // group 5 point37
0085 0064 // group 5 point38
004a 004b // group 5 point39
010d 0110 // group 5 point40
ffc1 00df // group 5 point41
ffb4 fef0 // group 5 point42
00d5 ff36 // group 5 point43
ff37 ff25 // group 5 point44
0053 ff08 // group 5 point45
0103 0067 // group 5 point46
ff0e feb6 // group 5 point47
00f2 000a // group 5 point48
0110 00e6 // group 5 point49
fef4 ff0a // group 5 point50
0071 ffc5 // group 5 point51
0067 00f3 // group 5 point52
012b ff95 // group 5 point53
ff1d 0095 // group 5 point54
ff11 feeb // group 5 point55
ff1a 008e // group 5 point56
0049 fee0 // group 5 point57
ffcf ff99 // group 5 point58
00e1 0102 // group 5 point59
ffef ff1a // group 5 point60
007c fee6 // group 5 point61
0119 0041 // group 5 point62
ff69 fefe // group 5 point63
ff94 0038 // group 5 point64
00f1 005d // group 5 point65
fef3 ff0a // group 5 point66
fefe ff7e // group 5 point67
fff9 0029 // group 5 point68
00cc fef0 // group 5 point69
0107 0051 // group 5 point70
0043 0016 // group 5 point71
0013 ff97 // group 5 point72
00ef 0129 // group 5 point73
fedc ffdd // group 5 point74
ff9d 005e // group 5 point75
0152 006d // group 5 point76
0069 fee8 // group 5 point77
0105 005d // group 5 point78
0126 00e5 // group 5 point79
ffd2 fef6 // group 6 point0
005e ff2c // group 6 point1
0056 0102 // group 6 point2
0073 007d // group 6 point3
007d 00ed // group 6 point4
005b 0081 // group 6 point5
0043 fef5 // group 6 point6
003b ff1b // group 6 point7
0042 ff92 // group 6 point8
00d5 ff1a // group 6 point9
fef1 ffa7 // group 6 point10
ff09 ff3a // group 6 point11
ff15 0126 // group 6 point12
0036 ffd0 // group 6 point13
00f7 fecd // group 6 point14
ff9d ff9e // group 6 point15
fefc ff24 // group 6 point16
ff2d ffc9 // group 6 point17
004f 0106 // group 6 point18
00ba ffd0 // group 6 point19
002f 007b // group 6 point20
0036 ffee // group 6 point21
ff21 0085 // group 6 point22
0051 0040 // group 6 point23
00ad ff1d // group 6 point24
ffaf ffdd // group 6 point25
ff08 fef7 // group 6 point26
ff1d ffc6 // group 6 point27
